holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,hour,day_of_week,month,year,is_weekend,lag_1,lag_24,lag_168,traffic_volume
none,7.98,0.00,0.00,96.00,drizzle,light intensity drizzle,6.00,5.00,10.00,2012.00,True,759.00,5162.00,1420.00,1313.00
none,8.12,0.00,0.00,100.00,drizzle,drizzle,7.00,5.00,10.00,2012.00,True,1313.00,5777.00,2220.00,1824.00
none,8.04,0.00,0.00,100.00,drizzle,drizzle,8.00,5.00,10.00,2012.00,True,1824.00,5235.00,3479.00,2787.00
none,8.55,0.00,0.00,100.00,drizzle,light intensity drizzle,9.00,5.00,10.00,2012.00,True,2787.00,4606.00,4546.00,3713.00
none,8.87,0.00,0.00,100.00,rain,moderate rain,10.00,5.00,10.00,2012.00,True,3713.00,4328.00,4579.00,3815.00
none,9.20,0.00,0.00,100.00,drizzle,drizzle,11.00,5.00,10.00,2012.00,True,3815.00,4282.00,4438.00,4339.00
none,9.56,0.00,0.00,100.00,rain,moderate rain,12.00,5.00,10.00,2012.00,True,4339.00,4489.00,4623.00,4613.00
none,10.16,0.00,0.00,48.00,rain,light rain,13.00,5.00,10.00,2012.00,True,4613.00,4908.00,4440.00,4507.00
none,10.64,0.00,0.00,90.00,clouds,overcast clouds,14.00,5.00,10.00,2012.00,True,4507.00,5620.00,4495.00,4452.00
none,11.05,0.00,0.00,75.00,clouds,broken clouds,15.00,5.00,10.00,2012.00,True,4452.00,5849.00,4483.00,4636.00
none,11.17,0.00,0.00,90.00,clouds,overcast clouds,16.00,5.00,10.00,2012.00,True,4636.00,4945.00,4591.00,4810.00
none,10.98,0.00,0.00,75.00,clouds,broken clouds,17.00,5.00,10.00,2012.00,True,4810.00,4619.00,4477.00,5125.00
none,9.99,0.00,0.00,40.00,clouds,scattered clouds,18.00,5.00,10.00,2012.00,True,5125.00,4479.00,4221.00,4337.00
none,8.25,0.00,0.00,40.00,clouds,scattered clouds,19.00,5.00,10.00,2012.00,True,4337.00,3804.00,3672.00,3644.00
none,7.32,0.00,0.00,20.00,clouds,few clouds,20.00,5.00,10.00,2012.00,True,3644.00,2908.00,3015.00,3107.00
none,6.37,0.00,0.00,20.00,clouds,few clouds,21.00,5.00,10.00,2012.00,True,3107.00,2942.00,2769.00,2929.00
none,5.70,0.00,0.00,48.00,mist,mist,22.00,5.00,10.00,2012.00,True,2929.00,3077.00,2875.00,2865.00
none,4.97,0.00,0.00,48.00,fog,fog,23.00,5.00,10.00,2012.00,True,2865.00,2051.00,1931.00,2340.00
none,4.79,0.00,0.00,48.00,mist,mist,0.00,6.00,10.00,2012.00,True,2340.00,1270.00,1309.00,1372.00
none,9.45,0.00,0.00,75.00,clouds,broken clouds,18.00,6.00,10.00,2012.00,True,4695.00,4337.00,4080.00,4335.00
none,8.11,0.00,0.00,90.00,clouds,overcast clouds,23.00,6.00,10.00,2012.00,True,1583.00,2340.00,1002.00,959.00
none,8.14,0.00,0.00,75.00,clouds,broken clouds,0.00,0.00,10.00,2012.00,False,959.00,1372.00,542.00,498.00
none,20.25,0.00,0.00,40.00,clouds,scattered clouds,17.00,0.00,10.00,2012.00,False,6101.00,4695.00,5957.00,5781.00
none,18.32,0.00,0.00,20.00,clouds,few clouds,18.00,0.00,10.00,2012.00,False,5781.00,4335.00,4535.00,4272.00
none,12.30,0.00,0.00,75.00,clouds,broken clouds,22.00,0.00,10.00,2012.00,False,1984.00,1583.00,1380.00,1383.00
none,12.18,0.00,0.00,90.00,clouds,overcast clouds,23.00,0.00,10.00,2012.00,False,1383.00,959.00,927.00,959.00
none,11.92,0.00,0.00,90.00,clouds,overcast clouds,0.00,1.00,10.00,2012.00,False,959.00,498.00,500.00,511.00
none,11.43,0.00,0.00,90.00,clouds,overcast clouds,1.00,1.00,10.00,2012.00,False,511.00,306.00,324.00,346.00
none,10.73,0.00,0.00,75.00,clouds,broken clouds,2.00,1.00,10.00,2012.00,False,346.00,259.00,257.00,253.00
none,10.40,0.00,0.00,75.00,clouds,broken clouds,3.00,1.00,10.00,2012.00,False,253.00,324.00,354.00,349.00
none,9.70,0.00,0.00,20.00,clouds,few clouds,4.00,1.00,10.00,2012.00,False,349.00,806.00,769.00,807.00
none,9.27,0.00,0.00,20.00,clouds,few clouds,5.00,1.00,10.00,2012.00,False,807.00,2622.00,2769.00,2669.00
none,8.98,0.00,0.00,75.00,clouds,broken clouds,6.00,1.00,10.00,2012.00,False,2669.00,5456.00,5789.00,5210.00
none,11.37,0.00,0.00,90.00,clouds,overcast clouds,10.00,1.00,10.00,2012.00,False,5484.00,4324.00,4547.00,4407.00
none,12.45,0.00,0.00,75.00,clouds,broken clouds,11.00,1.00,10.00,2012.00,False,4407.00,4378.00,4784.00,4725.00
none,13.48,0.00,0.00,90.00,clouds,overcast clouds,12.00,1.00,10.00,2012.00,False,4725.00,4639.00,5015.00,4826.00
none,13.60,0.00,0.00,99.00,rain,moderate rain,13.00,1.00,10.00,2012.00,False,4826.00,4546.00,5057.00,4945.00
none,14.82,0.00,0.00,90.00,clouds,overcast clouds,14.00,1.00,10.00,2012.00,False,4945.00,5006.00,5430.00,5065.00
none,15.39,0.00,0.00,99.00,thunderstorm,proximity thunderstorm,15.00,1.00,10.00,2012.00,False,5065.00,5361.00,5813.00,5618.00
none,15.57,0.00,0.00,90.00,clouds,overcast clouds,16.00,1.00,10.00,2012.00,False,5618.00,6101.00,6496.00,6094.00
none,15.37,0.00,0.00,90.00,clouds,overcast clouds,17.00,1.00,10.00,2012.00,False,6094.00,5781.00,6429.00,5844.00
none,15.01,0.00,0.00,90.00,clouds,overcast clouds,18.00,1.00,10.00,2012.00,False,5844.00,4272.00,5142.00,4649.00
none,14.43,0.00,0.00,90.00,clouds,overcast clouds,19.00,1.00,10.00,2012.00,False,4649.00,3091.00,3311.00,3180.00
none,14.06,0.00,0.00,90.00,clouds,overcast clouds,20.00,1.00,10.00,2012.00,False,3180.00,2434.00,2777.00,2963.00
none,13.14,0.00,0.00,90.00,clouds,overcast clouds,21.00,1.00,10.00,2012.00,False,2963.00,1984.00,2331.00,2450.00
none,12.55,0.00,0.00,90.00,clouds,overcast clouds,22.00,1.00,10.00,2012.00,False,2450.00,1383.00,1767.00,1613.00
none,12.46,0.00,0.00,90.00,clouds,overcast clouds,23.00,1.00,10.00,2012.00,False,1613.00,959.00,1093.00,1021.00
none,12.22,0.00,0.00,99.00,mist,mist,0.00,2.00,10.00,2012.00,False,1021.00,511.00,554.00,580.00
none,12.36,0.00,0.00,90.00,clouds,overcast clouds,1.00,2.00,10.00,2012.00,False,580.00,346.00,333.00,298.00
none,12.45,0.00,0.00,100.00,haze,haze,2.00,2.00,10.00,2012.00,False,298.00,253.00,267.00,261.00
none,12.84,0.00,0.00,100.00,haze,haze,3.00,2.00,10.00,2012.00,False,261.00,349.00,358.00,408.00
none,12.79,0.00,0.00,100.00,thunderstorm,proximity thunderstorm,4.00,2.00,10.00,2012.00,False,408.00,807.00,777.00,793.00
none,12.82,0.00,0.00,90.00,thunderstorm,proximity thunderstorm,5.00,2.00,10.00,2012.00,False,793.00,2669.00,2732.00,2643.00
none,12.58,0.00,0.00,90.00,thunderstorm,proximity thunderstorm,6.00,2.00,10.00,2012.00,False,2643.00,5210.00,5637.00,5593.00
none,12.35,0.00,0.00,90.00,mist,mist,7.00,2.00,10.00,2012.00,False,5593.00,6083.00,5564.00,5722.00
none,12.40,0.00,0.00,90.00,thunderstorm,proximity thunderstorm,8.00,2.00,10.00,2012.00,False,5722.00,5790.00,6274.00,5607.00
none,12.78,0.00,0.00,90.00,rain,moderate rain,9.00,2.00,10.00,2012.00,False,5607.00,5484.00,5403.00,5492.00
none,13.18,0.00,0.00,90.00,mist,mist,10.00,2.00,10.00,2012.00,False,5492.00,4407.00,4680.00,4542.00
none,13.67,0.00,0.00,90.00,fog,fog,11.00,2.00,10.00,2012.00,False,4542.00,4725.00,4642.00,4720.00
none,15.21,0.00,0.00,90.00,fog,fog,12.00,2.00,10.00,2012.00,False,4720.00,4826.00,4979.00,4982.00
none,15.93,0.00,0.00,90.00,fog,fog,13.00,2.00,10.00,2012.00,False,4982.00,4945.00,4851.00,5032.00
none,16.73,0.00,0.00,90.00,haze,haze,14.00,2.00,10.00,2012.00,False,5032.00,5065.00,4291.00,5212.00
none,17.09,0.00,0.00,90.00,rain,moderate rain,15.00,2.00,10.00,2012.00,False,5212.00,5618.00,4714.00,5661.00
none,16.86,0.00,0.00,90.00,mist,mist,16.00,2.00,10.00,2012.00,False,5661.00,6094.00,6723.00,5812.00
none,16.47,0.00,0.00,90.00,mist,mist,17.00,2.00,10.00,2012.00,False,5812.00,5844.00,6180.00,5855.00
none,16.46,0.00,0.00,90.00,mist,mist,18.00,2.00,10.00,2012.00,False,5855.00,4649.00,4843.00,4416.00
none,15.91,0.00,0.00,90.00,mist,mist,19.00,2.00,10.00,2012.00,False,4416.00,3180.00,3435.00,3118.00
none,15.18,0.00,0.00,75.00,mist,mist,20.00,2.00,10.00,2012.00,False,3118.00,2963.00,2921.00,2877.00
none,13.91,0.00,0.00,20.00,mist,mist,21.00,2.00,10.00,2012.00,False,2877.00,2450.00,2763.00,2498.00
none,14.26,0.00,0.00,75.00,mist,mist,22.00,2.00,10.00,2012.00,False,2498.00,1613.00,1930.00,1701.00
none,14.37,0.00,0.00,90.00,mist,mist,23.00,2.00,10.00,2012.00,False,1701.00,1021.00,1160.00,1028.00
none,14.66,0.00,0.00,90.00,mist,mist,0.00,3.00,10.00,2012.00,False,1028.00,580.00,654.00,578.00
none,14.14,0.00,0.00,75.00,mist,mist,1.00,3.00,10.00,2012.00,False,578.00,298.00,374.00,354.00
none,14.08,0.00,0.00,90.00,mist,mist,2.00,3.00,10.00,2012.00,False,354.00,261.00,301.00,272.00
none,13.29,0.00,0.00,90.00,mist,mist,3.00,3.00,10.00,2012.00,False,272.00,408.00,397.00,370.00
none,12.17,0.00,0.00,90.00,fog,fog,4.00,3.00,10.00,2012.00,False,370.00,793.00,794.00,809.00
none,12.28,0.00,0.00,90.00,mist,mist,5.00,3.00,10.00,2012.00,False,809.00,2643.00,2564.00,2641.00
none,12.37,0.00,0.00,75.00,mist,mist,6.00,3.00,10.00,2012.00,False,2641.00,5593.00,5358.00,4957.00
none,12.05,0.00,0.00,90.00,fog,fog,7.00,3.00,10.00,2012.00,False,4957.00,5722.00,6441.00,6036.00
none,11.87,0.00,0.00,90.00,mist,mist,8.00,3.00,10.00,2012.00,False,6036.00,5607.00,5536.00,5309.00
none,14.21,0.00,0.00,90.00,mist,mist,11.00,3.00,10.00,2012.00,False,4438.00,4720.00,5107.00,4723.00
none,14.45,0.00,0.00,90.00,mist,mist,12.00,3.00,10.00,2012.00,False,4723.00,4982.00,5147.00,4879.00
none,14.14,0.00,0.00,90.00,clouds,overcast clouds,13.00,3.00,10.00,2012.00,False,4879.00,5032.00,5283.00,5062.00
none,13.26,0.00,0.00,90.00,drizzle,drizzle,14.00,3.00,10.00,2012.00,False,5062.00,5212.00,5704.00,5450.00
none,12.65,0.00,0.00,90.00,rain,moderate rain,15.00,3.00,10.00,2012.00,False,5450.00,5661.00,5887.00,5888.00
none,12.14,0.00,0.00,90.00,drizzle,light intensity drizzle,16.00,3.00,10.00,2012.00,False,5888.00,5812.00,6307.00,6473.00
none,11.62,0.00,0.00,90.00,rain,light rain,17.00,3.00,10.00,2012.00,False,6473.00,5855.00,5953.00,6488.00
none,11.14,0.00,0.00,90.00,rain,light rain,18.00,3.00,10.00,2012.00,False,6488.00,4416.00,4519.00,5351.00
none,10.64,0.00,0.00,90.00,rain,light rain,19.00,3.00,10.00,2012.00,False,5351.00,3118.00,3427.00,3500.00
none,10.29,0.00,0.00,90.00,drizzle,drizzle,20.00,3.00,10.00,2012.00,False,3500.00,2877.00,2921.00,2856.00
none,10.07,0.00,0.00,90.00,drizzle,light intensity drizzle,21.00,3.00,10.00,2012.00,False,2856.00,2498.00,2649.00,2587.00
none,9.67,0.00,0.00,90.00,clouds,overcast clouds,22.00,3.00,10.00,2012.00,False,2587.00,1701.00,2005.00,1979.00
none,8.98,0.00,0.00,90.00,clouds,overcast clouds,23.00,3.00,10.00,2012.00,False,1979.00,1028.00,1177.00,1284.00
none,7.90,0.00,0.00,90.00,drizzle,light intensity drizzle,0.00,4.00,10.00,2012.00,False,1284.00,578.00,699.00,665.00
none,7.29,0.00,0.00,90.00,rain,light rain,1.00,4.00,10.00,2012.00,False,665.00,354.00,436.00,432.00
none,6.92,0.00,0.00,90.00,drizzle,light intensity drizzle,2.00,4.00,10.00,2012.00,False,432.00,272.00,353.00,326.00
none,6.39,0.00,0.00,90.00,drizzle,drizzle,3.00,4.00,10.00,2012.00,False,326.00,370.00,399.00,380.00
none,5.78,0.00,0.00,90.00,drizzle,drizzle,4.00,4.00,10.00,2012.00,False,380.00,809.00,720.00,705.00
none,5.12,0.00,0.00,90.00,thunderstorm,proximity thunderstorm with rain,5.00,4.00,10.00,2012.00,False,705.00,2641.00,2370.00,2430.00
none,4.92,0.00,0.00,90.00,rain,moderate rain,6.00,4.00,10.00,2012.00,False,2430.00,4957.00,5162.00,5426.00
none,4.37,0.00,0.00,90.00,rain,moderate rain,7.00,4.00,10.00,2012.00,False,5426.00,6036.00,5777.00,6499.00
none,3.08,0.00,0.00,90.00,rain,moderate rain,8.00,4.00,10.00,2012.00,False,6499.00,5309.00,5235.00,5856.00
none,1.87,0.00,0.00,90.00,snow,heavy snow,10.00,4.00,10.00,2012.00,False,5234.00,4438.00,4328.00,4695.00
none,1.87,0.00,0.00,90.00,rain,moderate rain,11.00,4.00,10.00,2012.00,False,4695.00,4723.00,4282.00,5341.00
none,1.35,0.00,0.00,90.00,snow,heavy snow,12.00,4.00,10.00,2012.00,False,5341.00,4879.00,4489.00,5943.00
none,1.86,0.00,0.00,90.00,snow,heavy snow,13.00,4.00,10.00,2012.00,False,5943.00,5062.00,4908.00,5874.00
none,2.23,0.00,0.00,90.00,mist,mist,14.00,4.00,10.00,2012.00,False,5874.00,5450.00,5620.00,5879.00
none,2.70,0.00,0.00,90.00,snow,heavy snow,15.00,4.00,10.00,2012.00,False,5879.00,5888.00,5849.00,6060.00
none,3.41,0.00,0.00,90.00,clouds,overcast clouds,16.00,4.00,10.00,2012.00,False,6060.00,6473.00,4945.00,6348.00
none,3.55,0.00,0.00,90.00,clouds,overcast clouds,17.00,4.00,10.00,2012.00,False,6348.00,6488.00,4619.00,5955.00
none,3.56,0.00,0.00,90.00,clouds,overcast clouds,18.00,4.00,10.00,2012.00,False,5955.00,5351.00,4479.00,5341.00
none,3.28,0.00,0.00,90.00,clouds,overcast clouds,19.00,4.00,10.00,2012.00,False,5341.00,3500.00,3804.00,4144.00
none,3.08,0.00,0.00,90.00,clouds,overcast clouds,20.00,4.00,10.00,2012.00,False,4144.00,2856.00,2908.00,3249.00
none,2.84,0.00,0.00,75.00,clouds,broken clouds,21.00,4.00,10.00,2012.00,False,3249.00,2587.00,2942.00,3017.00
none,3.12,0.00,0.00,90.00,clouds,overcast clouds,22.00,4.00,10.00,2012.00,False,3017.00,1979.00,3077.00,2765.00
none,3.12,0.00,0.00,90.00,clouds,overcast clouds,23.00,4.00,10.00,2012.00,False,2765.00,1284.00,2051.00,1894.00
none,2.86,0.00,0.00,90.00,clouds,overcast clouds,0.00,5.00,10.00,2012.00,True,1894.00,665.00,1270.00,1159.00
none,2.21,0.00,0.00,90.00,clouds,overcast clouds,1.00,5.00,10.00,2012.00,True,1159.00,432.00,773.00,822.00
none,1.78,0.00,0.00,20.00,clouds,few clouds,2.00,5.00,10.00,2012.00,True,822.00,326.00,589.00,641.00
none,1.12,0.00,0.00,20.00,clouds,few clouds,3.00,5.00,10.00,2012.00,True,641.00,380.00,432.00,411.00
none,0.86,0.00,0.00,1.00,clear,sky is clear,4.00,5.00,10.00,2012.00,True,411.00,705.00,401.00,468.00
none,0.56,0.00,0.00,1.00,clear,sky is clear,5.00,5.00,10.00,2012.00,True,468.00,2430.00,759.00,723.00
none,0.28,0.00,0.00,1.00,clear,sky is clear,6.00,5.00,10.00,2012.00,True,723.00,5426.00,1313.00,1415.00
none,0.50,0.00,0.00,20.00,clouds,few clouds,7.00,5.00,10.00,2012.00,True,1415.00,6499.00,1824.00,2191.00
none,1.43,0.00,0.00,75.00,clouds,broken clouds,8.00,5.00,10.00,2012.00,True,2191.00,5856.00,2787.00,3185.00
none,2.24,0.00,0.00,90.00,clouds,overcast clouds,9.00,5.00,10.00,2012.00,True,3185.00,5234.00,3713.00,4076.00
none,2.29,0.00,0.00,0.00,clear,sky is clear,10.00,5.00,10.00,2012.00,True,4076.00,4695.00,3815.00,4522.00
none,2.96,0.00,0.00,90.00,clouds,overcast clouds,11.00,5.00,10.00,2012.00,True,4522.00,5341.00,4339.00,6012.00
none,3.33,0.00,0.00,90.00,clouds,overcast clouds,12.00,5.00,10.00,2012.00,True,6012.00,5943.00,4613.00,5975.00
none,3.35,0.00,0.00,90.00,clouds,overcast clouds,13.00,5.00,10.00,2012.00,True,5975.00,5874.00,4507.00,5307.00
none,3.41,0.00,0.00,90.00,clouds,overcast clouds,14.00,5.00,10.00,2012.00,True,5307.00,5879.00,4452.00,4678.00
none,3.46,0.00,0.00,90.00,clouds,overcast clouds,15.00,5.00,10.00,2012.00,True,4678.00,6060.00,4636.00,4405.00
none,3.75,0.00,0.00,90.00,clouds,overcast clouds,16.00,5.00,10.00,2012.00,True,4405.00,6348.00,4810.00,4403.00
none,3.46,0.00,0.00,90.00,clouds,overcast clouds,17.00,5.00,10.00,2012.00,True,4403.00,5955.00,5125.00,4311.00
none,3.18,0.00,0.00,90.00,clouds,overcast clouds,18.00,5.00,10.00,2012.00,True,4311.00,5341.00,4337.00,4198.00
none,2.81,0.00,0.00,90.00,clouds,overcast clouds,19.00,5.00,10.00,2012.00,True,4198.00,4144.00,3644.00,3475.00
none,2.45,0.00,0.00,90.00,clouds,overcast clouds,20.00,5.00,10.00,2012.00,True,3475.00,3249.00,3107.00,3078.00
none,1.71,0.00,0.00,90.00,clouds,overcast clouds,21.00,5.00,10.00,2012.00,True,3078.00,3017.00,2929.00,2931.00
none,0.90,0.00,0.00,20.00,clouds,few clouds,22.00,5.00,10.00,2012.00,True,2931.00,2765.00,2865.00,2941.00
none,0.47,0.00,0.00,20.00,clouds,few clouds,23.00,5.00,10.00,2012.00,True,2941.00,1894.00,2340.00,2240.00
none,0.37,0.00,0.00,20.00,clouds,few clouds,0.00,6.00,10.00,2012.00,True,2240.00,1159.00,1372.00,1564.00
none,-2.47,0.00,0.00,1.00,clear,sky is clear,8.00,6.00,10.00,2012.00,True,953.00,3185.00,1928.00,1650.00
none,5.12,0.00,0.00,75.00,clouds,broken clouds,17.00,6.00,10.00,2012.00,True,4521.00,4311.00,4695.00,4280.00
none,3.52,0.00,0.00,75.00,clouds,broken clouds,18.00,6.00,10.00,2012.00,True,4280.00,4198.00,4335.00,3945.00
none,-0.38,0.00,0.00,75.00,clouds,broken clouds,22.00,6.00,10.00,2012.00,True,2213.00,2941.00,1583.00,1570.00
none,-1.14,0.00,0.00,75.00,clouds,broken clouds,23.00,6.00,10.00,2012.00,True,1570.00,2240.00,959.00,1065.00
none,-1.38,0.00,0.00,40.00,clouds,scattered clouds,0.00,0.00,10.00,2012.00,False,1065.00,1564.00,498.00,530.00
none,-1.74,0.00,0.00,75.00,haze,haze,1.00,0.00,10.00,2012.00,False,530.00,795.00,306.00,331.00
none,-1.69,0.00,0.00,75.00,mist,mist,2.00,0.00,10.00,2012.00,False,331.00,447.00,259.00,270.00
none,-1.39,0.00,0.00,75.00,clouds,broken clouds,3.00,0.00,10.00,2012.00,False,270.00,443.00,324.00,316.00
none,-0.91,0.00,0.00,90.00,clouds,overcast clouds,4.00,0.00,10.00,2012.00,False,316.00,330.00,806.00,799.00
none,-1.17,0.00,0.00,90.00,clouds,overcast clouds,5.00,0.00,10.00,2012.00,False,799.00,453.00,2622.00,2513.00
none,-1.63,0.00,0.00,40.00,clouds,scattered clouds,6.00,0.00,10.00,2012.00,False,2513.00,755.00,5456.00,5503.00
none,1.75,0.00,0.00,90.00,clouds,overcast clouds,10.00,0.00,10.00,2012.00,False,5246.00,3230.00,4324.00,4460.00
none,3.18,0.00,0.00,90.00,clouds,overcast clouds,11.00,0.00,10.00,2012.00,False,4460.00,3575.00,4378.00,4580.00
none,4.43,0.00,0.00,90.00,snow,heavy snow,12.00,0.00,10.00,2012.00,False,4580.00,4139.00,4639.00,4771.00
none,5.35,0.00,0.00,90.00,clouds,overcast clouds,13.00,0.00,10.00,2012.00,False,4771.00,3892.00,4546.00,4836.00
none,6.15,0.00,0.00,90.00,clouds,overcast clouds,14.00,0.00,10.00,2012.00,False,4836.00,3989.00,5006.00,5138.00
none,6.74,0.00,0.00,90.00,clouds,overcast clouds,15.00,0.00,10.00,2012.00,False,5138.00,4294.00,5361.00,5606.00
none,6.96,0.00,0.00,40.00,clouds,scattered clouds,16.00,0.00,10.00,2012.00,False,5606.00,4521.00,6101.00,6120.00
none,6.67,0.00,0.00,40.00,clouds,scattered clouds,17.00,0.00,10.00,2012.00,False,6120.00,4280.00,5781.00,5985.00
none,5.54,0.00,0.00,40.00,clouds,scattered clouds,18.00,0.00,10.00,2012.00,False,5985.00,3945.00,4272.00,4418.00
none,4.60,0.00,0.00,40.00,clouds,scattered clouds,19.00,0.00,10.00,2012.00,False,4418.00,3169.00,3091.00,3089.00
none,3.62,0.00,0.00,40.00,clouds,scattered clouds,20.00,0.00,10.00,2012.00,False,3089.00,2772.00,2434.00,2636.00
none,3.46,0.00,0.00,75.00,clouds,broken clouds,21.00,0.00,10.00,2012.00,False,2636.00,2213.00,1984.00,2117.00
none,2.91,0.00,0.00,75.00,clouds,broken clouds,22.00,0.00,10.00,2012.00,False,2117.00,1570.00,1383.00,1437.00
none,2.07,0.00,0.00,20.00,clouds,few clouds,23.00,0.00,10.00,2012.00,False,1437.00,1065.00,959.00,920.00
none,1.60,0.00,0.00,20.00,clouds,few clouds,0.00,1.00,10.00,2012.00,False,920.00,530.00,511.00,600.00
none,1.09,0.00,0.00,20.00,clouds,few clouds,1.00,1.00,10.00,2012.00,False,600.00,331.00,346.00,393.00
none,0.32,0.00,0.00,20.00,clouds,few clouds,2.00,1.00,10.00,2012.00,False,393.00,270.00,253.00,298.00
none,0.35,0.00,0.00,1.00,clear,sky is clear,3.00,1.00,10.00,2012.00,False,298.00,316.00,349.00,352.00
none,0.00,0.00,0.00,75.00,clouds,broken clouds,4.00,1.00,10.00,2012.00,False,352.00,799.00,807.00,762.00
none,-0.15,0.00,0.00,20.00,clouds,few clouds,5.00,1.00,10.00,2012.00,False,762.00,2513.00,2669.00,2519.00
none,-0.46,0.00,0.00,20.00,clouds,few clouds,6.00,1.00,10.00,2012.00,False,2519.00,5503.00,5210.00,5478.00
none,-0.07,0.00,0.00,40.00,clouds,scattered clouds,7.00,1.00,10.00,2012.00,False,5478.00,6642.00,6083.00,6728.00
none,0.76,0.00,0.00,75.00,clouds,broken clouds,8.00,1.00,10.00,2012.00,False,6728.00,6195.00,5790.00,5972.00
none,1.67,0.00,0.00,75.00,clouds,broken clouds,9.00,1.00,10.00,2012.00,False,5972.00,5246.00,5484.00,5280.00
none,3.01,0.00,0.00,75.00,clouds,broken clouds,10.00,1.00,10.00,2012.00,False,5280.00,4460.00,4407.00,4626.00
none,4.54,0.00,0.00,90.00,clouds,overcast clouds,11.00,1.00,10.00,2012.00,False,4626.00,4580.00,4725.00,4947.00
none,5.32,0.00,0.00,90.00,clouds,overcast clouds,12.00,1.00,10.00,2012.00,False,4947.00,4771.00,4826.00,5125.00
none,5.97,0.00,0.00,90.00,clouds,overcast clouds,13.00,1.00,10.00,2012.00,False,5125.00,4836.00,4945.00,5130.00
none,6.12,0.00,0.00,90.00,clouds,overcast clouds,14.00,1.00,10.00,2012.00,False,5130.00,5138.00,5065.00,5394.00
none,7.04,0.00,0.00,90.00,clouds,overcast clouds,15.00,1.00,10.00,2012.00,False,5394.00,5606.00,5618.00,5837.00
none,7.35,0.00,0.00,90.00,clouds,overcast clouds,16.00,1.00,10.00,2012.00,False,5837.00,6120.00,6094.00,6222.00
none,7.15,0.00,0.00,90.00,clouds,overcast clouds,17.00,1.00,10.00,2012.00,False,6222.00,5985.00,5844.00,5992.00
none,6.43,0.00,0.00,75.00,clouds,broken clouds,18.00,1.00,10.00,2012.00,False,5992.00,4418.00,4649.00,4578.00
none,5.62,0.00,0.00,75.00,clouds,broken clouds,19.00,1.00,10.00,2012.00,False,4578.00,3089.00,3180.00,3246.00
none,5.35,0.00,0.00,90.00,clouds,overcast clouds,20.00,1.00,10.00,2012.00,False,3246.00,2636.00,2963.00,2834.00
none,3.78,0.00,0.00,75.00,clouds,broken clouds,21.00,1.00,10.00,2012.00,False,2834.00,2117.00,2450.00,2578.00
none,2.87,0.00,0.00,40.00,clouds,scattered clouds,22.00,1.00,10.00,2012.00,False,2578.00,1437.00,1613.00,1979.00
none,1.86,0.00,0.00,40.00,clouds,scattered clouds,23.00,1.00,10.00,2012.00,False,1979.00,920.00,1021.00,1326.00
none,0.72,0.00,0.00,40.00,clouds,scattered clouds,0.00,2.00,10.00,2012.00,False,1326.00,600.00,580.00,541.00
none,-0.16,0.00,0.00,1.00,clear,sky is clear,1.00,2.00,10.00,2012.00,False,541.00,393.00,298.00,346.00
none,-0.74,0.00,0.00,1.00,clear,sky is clear,2.00,2.00,10.00,2012.00,False,346.00,298.00,261.00,265.00
none,-0.84,0.00,0.00,1.00,clear,sky is clear,3.00,2.00,10.00,2012.00,False,265.00,352.00,408.00,338.00
none,-0.76,0.00,0.00,1.00,clear,sky is clear,4.00,2.00,10.00,2012.00,False,338.00,762.00,793.00,765.00
none,-1.42,0.00,0.00,1.00,clear,sky is clear,5.00,2.00,10.00,2012.00,False,765.00,2519.00,2643.00,2611.00
none,-1.61,0.00,0.00,1.00,clear,sky is clear,6.00,2.00,10.00,2012.00,False,2611.00,5478.00,5593.00,5577.00
none,-2.03,0.00,0.00,1.00,clear,sky is clear,7.00,2.00,10.00,2012.00,False,5577.00,6728.00,5722.00,6908.00
none,-1.98,0.00,0.00,20.00,clouds,few clouds,8.00,2.00,10.00,2012.00,False,6908.00,5972.00,5607.00,6079.00
none,-0.04,0.00,0.00,20.00,clouds,few clouds,9.00,2.00,10.00,2012.00,False,6079.00,5280.00,5492.00,5309.00
none,2.86,0.00,0.00,20.00,clouds,few clouds,10.00,2.00,10.00,2012.00,False,5309.00,4626.00,4542.00,4567.00
none,5.12,0.00,0.00,20.00,clouds,few clouds,11.00,2.00,10.00,2012.00,False,4567.00,4947.00,4720.00,4804.00
none,6.68,0.00,0.00,20.00,clouds,few clouds,12.00,2.00,10.00,2012.00,False,4804.00,5125.00,4982.00,5041.00
none,7.53,0.00,0.00,40.00,clouds,scattered clouds,13.00,2.00,10.00,2012.00,False,5041.00,5130.00,5032.00,5051.00
none,8.07,0.00,0.00,20.00,clouds,few clouds,14.00,2.00,10.00,2012.00,False,5051.00,5394.00,5212.00,5274.00
none,8.65,0.00,0.00,20.00,clouds,few clouds,15.00,2.00,10.00,2012.00,False,5274.00,5837.00,5661.00,5936.00
